date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,precipitation_sum,rain_sum,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,shortwave_radiation_sum,sunshine_duration,et0_fao_evapotranspiration,weathercode,city,latitude,longitude,region
2023-09-11,32.1,23.9,27.5,36.6,27.7,1.0,1.0,19.8,37.1,70,20.04,40647.96,4.42,53,Delhi,28.6139,77.209,Delhi
2023-09-12,33.4,24.4,28.7,38.8,30.0,0.0,0.0,9.6,22.3,105,20.28,40000.64,4.47,3,Delhi,28.6139,77.209,Delhi
2023-09-13,33.7,26.4,29.7,40.9,31.6,7.4,7.4,16.3,27.0,123,19.38,39697.18,4.35,63,Delhi,28.6139,77.209,Delhi
2023-09-14,34.1,26.7,29.2,40.4,31.5,5.5,5.5,15.3,28.8,99,17.47,33062.69,4.08,63,Delhi,28.6139,77.209,Delhi
2023-09-15,32.0,25.5,28.1,38.5,31.9,5.7,5.7,14.6,30.2,52,12.27,21627.43,2.75,61,Delhi,28.6139,77.209,Delhi
2023-09-16,31.5,26.4,28.3,35.4,31.5,7.8,7.8,23.9,45.0,79,14.38,28541.99,3.44,63,Delhi,28.6139,77.209,Delhi
2023-09-17,31.7,25.2,27.1,36.2,28.4,6.5,6.5,22.5,47.5,90,14.09,20660.31,3.16,61,Delhi,28.6139,77.209,Delhi
2023-09-18,31.7,24.7,27.9,35.6,28.1,2.1,2.1,23.1,46.1,125,19.23,39946.59,4.48,61,Delhi,28.6139,77.209,Delhi
2023-09-19,33.1,24.6,28.6,38.3,29.3,0.2,0.2,11.5,26.3,126,19.85,40505.86,4.53,51,Delhi,28.6139,77.209,Delhi
2023-09-20,33.1,25.5,29.4,40.2,31.2,0.9,0.9,9.2,21.2,37,18.58,40005.01,4.21,53,Delhi,28.6139,77.209,Delhi
2023-09-21,33.5,26.0,28.9,41.0,31.5,2.6,2.6,22.0,38.5,244,18.69,39600.0,4.24,55,Delhi,28.6139,77.209,Delhi
2023-09-22,33.3,25.3,29.4,40.2,30.7,0.3,0.3,10.5,22.7,36,19.0,40091.14,4.34,51,Delhi,28.6139,77.209,Delhi
2023-09-23,32.8,25.6,28.6,40.3,31.1,1.4,1.4,13.7,26.6,105,18.26,38311.51,4.0,53,Delhi,28.6139,77.209,Delhi
2023-09-24,32.8,25.3,27.9,37.4,29.2,0.9,0.9,14.8,38.2,306,17.99,35740.35,4.04,53,Delhi,28.6139,77.209,Delhi
2023-09-25,32.9,24.6,28.6,38.6,29.6,0.2,0.2,9.4,20.2,13,19.03,39677.44,4.26,51,Delhi,28.6139,77.209,Delhi
2023-09-26,32.9,24.9,28.8,37.8,29.7,0.2,0.2,9.4,19.1,7,18.69,39600.0,4.36,51,Delhi,28.6139,77.209,Delhi
2023-09-27,33.3,23.3,27.8,36.1,26.6,0.0,0.0,14.0,29.2,321,20.37,39750.6,5.02,0,Delhi,28.6139,77.209,Delhi
2023-09-28,33.1,20.6,26.6,35.7,22.5,0.0,0.0,12.9,26.3,320,20.62,39787.02,5.07,3,Delhi,28.6139,77.209,Delhi
2023-09-29,33.2,20.4,26.8,35.5,21.6,0.0,0.0,9.7,21.6,316,20.38,39600.0,4.86,3,Delhi,28.6139,77.209,Delhi
2023-09-30,34.8,22.8,27.9,36.6,24.5,0.0,0.0,17.6,32.0,332,19.96,39600.0,5.61,2,Delhi,28.6139,77.209,Delhi
2023-10-01,34.6,21.3,27.4,36.2,22.2,0.0,0.0,19.5,35.3,332,20.01,39632.7,5.72,2,Delhi,28.6139,77.209,Delhi
2023-10-02,33.8,20.2,26.7,33.5,19.7,0.0,0.0,19.9,36.0,334,20.07,39600.0,6.16,0,Delhi,28.6139,77.209,Delhi
2023-10-03,33.9,20.0,26.4,32.6,18.8,0.0,0.0,23.4,42.5,305,20.12,39600.0,6.26,0,Delhi,28.6139,77.209,Delhi
2023-10-04,33.9,18.9,26.3,33.2,19.1,0.0,0.0,21.1,39.2,314,19.8,39600.0,5.79,0,Delhi,28.6139,77.209,Delhi
2023-10-05,34.3,19.9,26.4,33.9,20.5,0.0,0.0,16.4,32.4,302,19.76,39600.0,5.62,0,Delhi,28.6139,77.209,Delhi
2023-10-06,35.3,19.9,27.3,35.8,19.7,0.0,0.0,13.7,28.1,290,19.44,39600.0,5.26,0,Delhi,28.6139,77.209,Delhi
2023-10-07,35.0,21.6,28.3,38.0,23.0,0.0,0.0,14.4,28.4,300,18.75,39600.0,4.96,0,Delhi,28.6139,77.209,Delhi
2023-10-08,35.3,24.1,29.7,37.3,26.5,0.0,0.0,14.9,30.2,281,18.53,39600.0,5.08,0,Delhi,28.6139,77.209,Delhi
2023-10-09,35.2,24.6,29.3,36.4,26.6,0.0,0.0,16.7,32.8,262,17.67,39600.0,5.17,0,Delhi,28.6139,77.209,Delhi
2023-10-10,33.5,24.4,28.4,36.2,24.8,2.5,2.5,13.1,28.4,291,16.6,39600.0,4.84,63,Delhi,28.6139,77.209,Delhi
2023-10-11,33.7,21.2,26.5,34.2,21.1,0.0,0.0,15.5,29.2,306,18.63,39600.0,5.13,0,Delhi,28.6139,77.209,Delhi
2023-10-12,33.2,18.9,25.8,33.4,19.2,0.0,0.0,14.3,29.2,309,18.47,39600.0,4.97,0,Delhi,28.6139,77.209,Delhi
2023-10-13,34.7,20.3,27.5,35.5,21.9,0.0,0.0,13.4,27.0,313,17.85,39600.0,4.85,0,Delhi,28.6139,77.209,Delhi
2023-10-14,35.0,21.6,28.2,35.3,23.2,0.0,0.0,16.1,33.5,317,16.54,39481.3,4.86,1,Delhi,28.6139,77.209,Delhi
2023-10-15,33.7,22.3,27.3,35.4,23.2,0.1,0.1,15.6,27.4,329,16.86,39543.34,4.42,51,Delhi,28.6139,77.209,Delhi
2023-10-16,29.0,19.8,24.3,30.2,19.8,9.9,9.9,27.6,51.5,81,13.08,33024.58,3.65,63,Delhi,28.6139,77.209,Delhi
2023-10-17,28.7,18.2,22.3,30.6,19.5,3.3,3.3,13.5,32.4,63,14.24,27386.71,3.2,61,Delhi,28.6139,77.209,Delhi
2023-10-18,29.0,17.1,22.6,29.0,17.7,0.0,0.0,14.7,30.2,309,17.09,39162.09,4.2,0,Delhi,28.6139,77.209,Delhi
2023-10-19,28.6,17.0,21.9,28.4,16.7,0.0,0.0,13.2,26.6,302,17.17,39519.69,4.04,0,Delhi,28.6139,77.209,Delhi
2023-10-20,29.1,17.0,22.4,29.6,17.6,0.0,0.0,9.9,21.2,316,17.1,39376.08,3.87,0,Delhi,28.6139,77.209,Delhi
2023-10-21,29.7,16.7,22.8,30.6,17.6,0.0,0.0,9.8,18.0,321,16.88,39491.66,3.87,0,Delhi,28.6139,77.209,Delhi
2023-10-22,30.4,17.1,23.3,31.1,17.2,0.0,0.0,10.8,20.5,5,16.33,39342.92,3.85,1,Delhi,28.6139,77.209,Delhi
2023-10-23,29.7,17.6,23.2,29.9,18.5,0.0,0.0,11.4,26.3,318,16.29,39109.18,3.92,0,Delhi,28.6139,77.209,Delhi
2023-10-24,30.5,17.7,23.4,30.5,18.5,0.0,0.0,11.0,24.8,307,16.18,39137.09,4.01,1,Delhi,28.6139,77.209,Delhi
2023-10-25,30.6,17.1,23.2,30.0,17.5,0.0,0.0,14.6,29.2,306,16.25,39165.34,4.16,0,Delhi,28.6139,77.209,Delhi
2023-10-26,30.5,16.9,22.9,29.7,17.0,0.0,0.0,13.0,27.7,294,16.42,38920.84,4.15,0,Delhi,28.6139,77.209,Delhi
2023-10-27,30.4,16.6,22.9,29.5,15.7,0.0,0.0,11.9,22.3,296,16.52,38949.45,4.24,3,Delhi,28.6139,77.209,Delhi
2023-10-28,30.0,18.6,24.4,30.0,18.8,0.0,0.0,10.0,15.8,323,13.66,33309.93,3.42,3,Delhi,28.6139,77.209,Delhi
2023-10-29,31.4,17.8,24.0,32.3,17.7,0.0,0.0,9.3,14.0,85,15.53,38184.16,3.65,3,Delhi,28.6139,77.209,Delhi
2023-10-30,31.7,17.6,23.9,33.8,18.4,0.0,0.0,10.7,18.4,69,15.14,37617.33,3.61,3,Delhi,28.6139,77.209,Delhi
2023-10-31,31.1,18.5,24.1,32.9,20.0,0.0,0.0,8.9,16.9,88,15.07,37281.66,3.43,3,Delhi,28.6139,77.209,Delhi
2023-11-01,30.5,18.8,24.0,31.7,20.1,0.0,0.0,10.8,20.2,39,15.14,37667.21,3.57,0,Delhi,28.6139,77.209,Delhi
2023-11-02,30.3,19.0,24.1,31.1,20.4,0.0,0.0,10.5,23.0,328,14.8,37052.01,3.55,1,Delhi,28.6139,77.209,Delhi
2023-11-03,28.5,17.8,22.5,29.3,18.9,1.1,1.1,16.8,35.6,296,13.99,37195.74,3.25,55,Delhi,28.6139,77.209,Delhi
2023-11-04,29.6,15.9,22.5,30.1,15.6,0.0,0.0,16.0,29.2,316,14.63,36256.69,3.55,3,Delhi,28.6139,77.209,Delhi
2023-11-05,29.6,16.8,22.7,29.1,17.1,0.0,0.0,11.3,20.9,322,15.08,37534.48,3.58,0,Delhi,28.6139,77.209,Delhi
2023-11-06,29.5,15.2,22.2,29.9,14.6,0.0,0.0,11.4,15.5,26,14.88,37521.09,3.31,1,Delhi,28.6139,77.209,Delhi
2023-11-07,30.1,16.3,22.5,29.9,16.3,0.0,0.0,11.4,18.0,6,14.45,36755.14,3.44,1,Delhi,28.6139,77.209,Delhi
2023-11-08,29.5,16.8,22.7,29.9,17.3,0.0,0.0,10.3,19.1,309,14.33,36532.64,3.34,1,Delhi,28.6139,77.209,Delhi
2023-11-09,29.2,16.9,22.7,29.9,17.6,0.0,0.0,10.3,21.2,294,13.97,36026.53,3.29,1,Delhi,28.6139,77.209,Delhi
2023-11-10,26.4,16.1,20.5,26.6,17.0,2.9,2.9,19.5,43.6,67,10.93,30629.64,2.48,61,Delhi,28.6139,77.209,Delhi
2023-11-11,25.3,14.9,19.2,24.7,15.0,0.0,0.0,11.6,25.6,321,13.89,35287.02,2.83,0,Delhi,28.6139,77.209,Delhi
2023-11-12,25.1,13.9,18.8,24.7,13.7,0.0,0.0,11.4,25.6,294,14.09,35621.7,2.86,0,Delhi,28.6139,77.209,Delhi
2023-11-13,25.6,13.2,19.0,25.8,13.1,0.0,0.0,9.8,17.6,319,13.85,34251.69,2.76,3,Delhi,28.6139,77.209,Delhi
2023-11-14,25.2,14.1,18.9,24.5,13.4,0.0,0.0,9.8,19.4,315,11.71,33398.21,2.59,3,Delhi,28.6139,77.209,Delhi
2023-11-15,25.7,13.1,18.5,25.2,12.5,0.0,0.0,10.2,23.8,289,13.86,35486.01,2.85,0,Delhi,28.6139,77.209,Delhi
2023-11-16,26.2,13.0,19.7,26.5,12.3,0.0,0.0,8.6,14.8,346,13.52,34678.38,2.75,0,Delhi,28.6139,77.209,Delhi
2023-11-17,26.8,14.3,20.4,27.0,14.4,0.0,0.0,9.9,18.0,55,13.0,34153.42,2.77,1,Delhi,28.6139,77.209,Delhi
2023-11-18,26.2,14.6,19.9,26.3,14.8,0.0,0.0,8.0,19.4,199,13.04,34484.89,2.71,1,Delhi,28.6139,77.209,Delhi
2023-11-19,25.7,13.9,20.1,25.2,13.6,0.0,0.0,10.5,23.8,142,12.88,33708.09,2.68,1,Delhi,28.6139,77.209,Delhi
2023-11-20,25.5,13.4,19.6,24.7,12.8,0.0,0.0,10.2,22.0,302,13.19,34300.13,2.83,0,Delhi,28.6139,77.209,Delhi
2023-11-21,25.2,13.5,18.8,23.8,13.2,0.0,0.0,16.3,31.3,287,13.18,34329.67,3.09,1,Delhi,28.6139,77.209,Delhi
2023-11-22,24.8,13.1,18.1,23.2,11.3,0.0,0.0,13.8,28.8,283,13.32,34371.55,3.12,0,Delhi,28.6139,77.209,Delhi
2023-11-23,24.8,11.3,18.0,25.0,10.6,0.0,0.0,9.0,14.4,195,13.21,34412.61,2.51,0,Delhi,28.6139,77.209,Delhi
2023-11-24,25.1,13.4,18.5,24.9,12.5,0.0,0.0,10.0,18.7,324,13.01,34069.76,2.62,3,Delhi,28.6139,77.209,Delhi
2023-11-25,25.3,12.4,18.5,24.5,11.9,0.0,0.0,10.0,18.7,285,12.87,33791.26,2.57,3,Delhi,28.6139,77.209,Delhi
2023-11-26,25.5,14.2,19.2,24.5,13.9,0.0,0.0,11.2,20.5,108,10.47,27352.84,2.5,3,Delhi,28.6139,77.209,Delhi
2023-11-27,24.0,15.7,18.5,22.7,16.1,4.0,4.0,23.2,42.1,134,6.96,13750.84,1.99,61,Delhi,28.6139,77.209,Delhi
2023-11-28,20.6,15.1,17.4,21.7,15.7,3.2,3.2,10.2,21.6,78,6.06,19408.59,1.15,61,Delhi,28.6139,77.209,Delhi
2023-11-29,24.4,13.4,18.5,24.4,13.1,0.4,0.4,8.7,22.0,85,11.56,33536.91,2.22,51,Delhi,28.6139,77.209,Delhi
2023-11-30,21.7,14.1,17.8,21.8,14.1,1.0,1.0,13.3,27.0,33,9.33,32330.83,1.77,53,Delhi,28.6139,77.209,Delhi
2023-12-01,24.2,13.8,18.4,24.6,13.8,0.1,0.1,8.0,20.5,348,11.06,33004.95,2.14,51,Delhi,28.6139,77.209,Delhi
2023-12-02,24.2,13.2,18.0,24.3,12.8,0.0,0.0,8.7,19.4,338,11.66,33554.75,2.28,0,Delhi,28.6139,77.209,Delhi
2023-12-03,24.5,12.2,18.0,23.8,11.1,0.1,0.1,10.4,19.4,351,12.09,33558.78,2.36,51,Delhi,28.6139,77.209,Delhi
2023-12-04,22.9,13.7,17.8,21.6,13.0,0.0,0.0,11.3,24.5,335,10.56,33266.56,2.26,2,Delhi,28.6139,77.209,Delhi
2023-12-05,23.2,11.5,16.5,21.5,10.1,0.0,0.0,12.4,24.5,324,12.3,34154.97,2.5,0,Delhi,28.6139,77.209,Delhi
2023-12-06,23.6,11.7,16.4,23.1,10.4,0.0,0.0,11.3,18.0,287,12.46,34156.54,2.33,0,Delhi,28.6139,77.209,Delhi
2023-12-07,24.1,11.6,16.7,23.3,10.6,0.0,0.0,10.2,21.6,294,12.06,34156.99,2.4,0,Delhi,28.6139,77.209,Delhi
2023-12-08,23.8,11.4,16.5,22.5,10.3,0.0,0.0,13.3,25.6,292,12.3,34453.17,2.5,0,Delhi,28.6139,77.209,Delhi
2023-12-09,23.4,10.7,15.9,21.3,9.1,0.0,0.0,13.3,26.3,290,12.43,34451.84,2.62,1,Delhi,28.6139,77.209,Delhi
2023-12-10,22.5,10.8,15.5,19.4,8.3,0.0,0.0,18.0,34.9,285,12.46,34449.45,2.75,3,Delhi,28.6139,77.209,Delhi
2023-12-11,22.3,9.1,15.2,20.9,7.8,0.0,0.0,10.1,17.3,292,12.27,34446.01,2.3,0,Delhi,28.6139,77.209,Delhi
2023-12-12,22.8,9.3,15.6,22.5,7.4,0.0,0.0,11.4,17.6,102,12.03,34143.45,2.23,0,Delhi,28.6139,77.209,Delhi
2023-12-13,22.8,10.4,15.9,21.5,9.4,0.0,0.0,10.3,21.2,341,12.09,34436.14,2.48,3,Delhi,28.6139,77.209,Delhi
2023-12-14,22.1,9.7,14.7,19.2,8.0,0.0,0.0,16.1,31.7,284,12.28,34429.75,2.54,3,Delhi,28.6139,77.209,Delhi
2023-12-15,22.1,7.5,14.2,20.3,5.6,0.0,0.0,10.2,17.6,303,12.21,33824.64,2.3,3,Delhi,28.6139,77.209,Delhi
2023-12-16,22.3,7.7,14.5,20.0,5.9,0.0,0.0,12.1,24.5,318,12.01,34713.29,2.49,3,Delhi,28.6139,77.209,Delhi
2023-12-17,22.6,9.5,15.4,20.2,8.0,0.0,0.0,12.6,25.9,330,12.03,34704.39,2.6,0,Delhi,28.6139,77.209,Delhi
2023-12-18,21.5,9.1,14.3,17.5,6.9,0.0,0.0,20.1,37.8,289,12.25,35293.58,2.79,0,Delhi,28.6139,77.209,Delhi
2023-12-19,21.5,8.6,14.2,18.3,5.8,0.0,0.0,17.1,33.1,283,12.45,35283.22,2.81,2,Delhi,28.6139,77.209,Delhi
2023-12-20,20.4,7.9,13.6,18.3,5.6,0.0,0.0,11.8,24.5,287,11.55,32573.88,2.25,3,Delhi,28.6139,77.209,Delhi
2023-12-21,21.6,8.1,13.9,19.4,6.4,0.0,0.0,13.3,26.6,302,11.92,32796.26,2.3,3,Delhi,28.6139,77.209,Delhi
2023-12-22,21.5,7.1,13.9,20.8,5.4,0.0,0.0,9.7,13.7,309,12.16,34647.04,2.08,3,Delhi,28.6139,77.209,Delhi
2023-12-23,22.1,11.1,16.1,21.1,10.0,0.3,0.3,9.4,22.3,119,11.89,35233.3,2.23,51,Delhi,28.6139,77.209,Delhi
2023-12-24,22.9,9.7,15.8,22.2,8.8,0.0,0.0,9.2,18.0,331,11.93,35518.84,2.21,2,Delhi,28.6139,77.209,Delhi
2023-12-25,22.9,10.7,15.5,22.0,9.2,0.0,0.0,12.2,23.4,281,12.12,35796.51,2.25,0,Delhi,28.6139,77.209,Delhi
2023-12-26,22.7,9.5,15.4,21.8,8.0,0.0,0.0,8.2,16.9,310,11.42,33818.92,2.14,3,Delhi,28.6139,77.209,Delhi
2023-12-27,21.7,8.5,14.3,20.9,7.0,0.0,0.0,10.1,19.1,314,12.13,35767.93,2.14,3,Delhi,28.6139,77.209,Delhi
2023-12-28,20.9,9.7,14.0,20.4,8.6,0.0,0.0,10.3,18.0,315,11.64,30346.85,1.93,3,Delhi,28.6139,77.209,Delhi
2023-12-29,20.2,8.3,13.3,20.6,7.1,0.0,0.0,6.4,13.3,357,10.26,27406.61,1.68,3,Delhi,28.6139,77.209,Delhi
2023-12-30,19.0,9.0,12.5,19.1,7.6,0.0,0.0,9.3,14.8,326,9.24,19539.99,1.53,3,Delhi,28.6139,77.209,Delhi
2023-12-31,18.7,7.6,12.7,18.4,5.8,0.0,0.0,8.0,14.4,9,11.45,30850.23,1.86,3,Delhi,28.6139,77.209,Delhi
2024-01-01,16.2,5.9,10.4,14.8,4.2,0.0,0.0,8.2,18.0,324,10.65,28917.33,1.65,3,Delhi,28.6139,77.209,Delhi
2024-01-02,15.3,4.6,9.1,14.1,2.3,0.0,0.0,8.2,15.1,320,11.21,31787.06,1.65,3,Delhi,28.6139,77.209,Delhi
2024-01-03,15.9,4.8,9.5,14.7,2.3,0.0,0.0,10.4,18.4,343,9.77,24765.05,1.5,3,Delhi,28.6139,77.209,Delhi
2024-01-04,17.9,5.2,11.5,17.2,3.3,0.0,0.0,10.2,20.2,318,10.85,30241.42,1.8,3,Delhi,28.6139,77.209,Delhi
2024-01-05,17.3,7.3,11.7,16.8,5.1,0.1,0.1,9.7,15.1,337,7.51,10920.77,1.33,51,Delhi,28.6139,77.209,Delhi
2024-01-06,16.9,6.3,11.6,15.8,4.5,0.0,0.0,9.0,19.1,332,9.25,27462.56,1.55,3,Delhi,28.6139,77.209,Delhi
2024-01-07,17.5,6.1,11.4,16.7,4.1,0.0,0.0,7.1,15.8,291,12.7,36000.0,1.94,3,Delhi,28.6139,77.209,Delhi
2024-01-08,18.4,5.5,10.9,18.4,3.0,0.0,0.0,8.9,15.1,333,12.32,34561.5,1.9,3,Delhi,28.6139,77.209,Delhi
2024-01-09,18.0,6.2,10.8,16.5,4.1,0.0,0.0,13.9,29.2,316,12.52,35224.21,1.94,3,Delhi,28.6139,77.209,Delhi
2024-01-10,15.8,4.6,9.2,13.4,1.2,0.0,0.0,15.0,30.2,292,13.14,36000.0,1.83,0,Delhi,28.6139,77.209,Delhi
2024-01-11,15.5,5.6,9.3,13.6,2.8,0.0,0.0,12.0,24.1,298,10.92,25200.0,1.54,3,Delhi,28.6139,77.209,Delhi
2024-01-12,17.4,5.6,10.1,15.7,2.8,0.0,0.0,12.4,24.5,290,12.01,26017.36,1.76,3,Delhi,28.6139,77.209,Delhi
2024-01-13,18.1,5.9,10.3,17.2,3.9,0.0,0.0,10.2,13.0,327,10.08,23126.25,1.59,3,Delhi,28.6139,77.209,Delhi
2024-01-14,18.0,4.8,9.7,16.4,2.9,0.0,0.0,10.0,19.4,313,12.14,27655.28,1.83,3,Delhi,28.6139,77.209,Delhi
2024-01-15,16.1,5.0,9.0,14.2,2.5,0.0,0.0,9.0,20.2,310,12.41,27896.25,1.77,3,Delhi,28.6139,77.209,Delhi
2024-01-16,17.5,3.9,8.9,16.2,1.9,0.0,0.0,11.0,14.4,78,12.09,27998.02,1.83,3,Delhi,28.6139,77.209,Delhi
2024-01-17,17.8,4.0,9.9,16.5,1.2,0.0,0.0,10.7,20.9,135,13.86,36000.0,2.08,1,Delhi,28.6139,77.209,Delhi
2024-01-18,17.5,6.0,11.0,17.1,4.2,0.0,0.0,8.0,15.5,159,11.35,26209.59,1.73,3,Delhi,28.6139,77.209,Delhi
2024-01-19,16.8,6.3,10.2,16.0,4.5,0.0,0.0,9.2,16.2,160,11.02,24508.37,1.65,3,Delhi,28.6139,77.209,Delhi
2024-01-20,16.1,5.1,9.6,15.1,2.7,0.0,0.0,10.3,17.3,343,12.15,29258.58,1.78,3,Delhi,28.6139,77.209,Delhi
2024-01-21,16.1,5.2,9.0,13.9,2.8,0.0,0.0,14.1,29.5,294,11.72,26193.71,1.62,3,Delhi,28.6139,77.209,Delhi
2024-01-22,16.9,5.0,9.2,16.0,2.8,0.0,0.0,10.6,12.2,84,12.28,25621.34,1.83,3,Delhi,28.6139,77.209,Delhi
2024-01-23,17.3,4.9,10.4,16.9,2.4,0.0,0.0,8.9,19.1,195,12.47,26708.45,1.85,3,Delhi,28.6139,77.209,Delhi
2024-01-24,18.2,6.4,11.3,16.7,4.4,0.0,0.0,8.3,18.0,324,13.72,36000.0,2.1,3,Delhi,28.6139,77.209,Delhi
2024-01-25,17.5,5.6,10.2,16.9,3.7,0.0,0.0,10.4,15.5,329,12.39,25200.0,1.91,3,Delhi,28.6139,77.209,Delhi
2024-01-26,18.5,6.0,11.4,18.0,4.2,0.0,0.0,11.3,15.1,294,13.86,34579.1,2.17,3,Delhi,28.6139,77.209,Delhi
2024-01-27,20.6,6.9,12.5,17.9,4.1,0.0,0.0,16.8,32.4,289,14.63,36000.0,2.59,3,Delhi,28.6139,77.209,Delhi
2024-01-28,20.3,7.0,13.8,19.2,4.9,0.0,0.0,13.8,22.3,113,11.52,28490.33,2.11,3,Delhi,28.6139,77.209,Delhi
2024-01-29,21.3,9.5,14.5,21.9,8.0,0.0,0.0,12.2,20.5,104,14.27,36000.0,2.32,2,Delhi,28.6139,77.209,Delhi
2024-01-30,20.5,10.0,13.8,21.0,8.9,0.0,0.0,9.4,18.7,320,13.03,26856.88,2.08,3,Delhi,28.6139,77.209,Delhi
2024-01-31,20.2,9.9,14.0,20.7,8.6,9.0,9.0,14.5,28.4,124,9.17,22491.8,1.51,63,Delhi,28.6139,77.209,Delhi
2024-02-01,21.2,12.2,15.4,21.3,10.4,30.0,30.0,21.5,40.0,115,10.42,28961.76,1.87,65,Delhi,28.6139,77.209,Delhi
2024-02-02,19.3,8.5,13.0,17.7,6.8,0.0,0.0,15.5,29.5,316,14.6,32359.24,2.4,3,Delhi,28.6139,77.209,Delhi
2024-02-03,20.7,8.2,14.1,20.0,5.4,0.0,0.0,11.5,22.3,306,13.17,35212.95,2.45,3,Delhi,28.6139,77.209,Delhi
2024-02-04,20.7,12.9,16.0,20.9,12.4,7.1,7.1,16.2,38.5,156,9.1,25579.2,1.64,63,Delhi,28.6139,77.209,Delhi
2024-02-05,19.8,10.3,15.1,19.4,8.8,2.1,2.1,12.2,23.0,329,13.92,29963.85,2.39,55,Delhi,28.6139,77.209,Delhi
2024-02-06,18.7,7.5,12.2,16.0,5.5,0.0,0.0,15.6,29.9,308,16.33,36000.0,2.73,2,Delhi,28.6139,77.209,Delhi
2024-02-07,18.4,7.9,12.5,14.9,5.4,0.0,0.0,23.7,42.8,303,16.05,36000.0,3.08,3,Delhi,28.6139,77.209,Delhi
2024-02-08,19.1,8.2,13.1,14.9,4.1,0.0,0.0,27.4,49.7,289,16.61,36153.35,3.43,3,Delhi,28.6139,77.209,Delhi
2024-02-09,20.5,8.1,13.4,19.2,5.5,0.0,0.0,15.7,25.2,304,16.78,36127.63,3.18,0,Delhi,28.6139,77.209,Delhi
2024-02-10,19.7,7.2,13.1,18.8,5.1,0.0,0.0,11.8,21.2,5,15.33,34902.13,2.63,3,Delhi,28.6139,77.209,Delhi
2024-02-11,21.5,8.1,14.1,20.8,6.6,0.0,0.0,9.7,21.6,321,16.79,36076.64,2.95,0,Delhi,28.6139,77.209,Delhi
2024-02-12,21.5,7.7,14.3,21.4,5.5,0.0,0.0,9.7,18.7,333,14.76,29717.29,2.68,3,Delhi,28.6139,77.209,Delhi
2024-02-13,21.2,8.5,14.9,20.7,6.6,0.0,0.0,10.5,14.0,340,13.9,33997.96,2.58,3,Delhi,28.6139,77.209,Delhi
2024-02-14,22.7,9.6,15.8,21.7,8.3,0.0,0.0,13.6,28.8,307,17.04,36274.0,3.18,3,Delhi,28.6139,77.209,Delhi
2024-02-15,23.6,9.7,15.8,22.2,8.0,0.0,0.0,15.0,29.5,304,17.36,36248.9,3.46,0,Delhi,28.6139,77.209,Delhi
2024-02-16,24.5,8.6,15.7,22.6,6.8,0.0,0.0,12.8,26.6,312,17.85,36495.59,3.65,0,Delhi,28.6139,77.209,Delhi
2024-02-17,24.6,9.7,16.2,22.1,7.2,0.0,0.0,14.9,30.6,289,17.99,36470.53,3.93,1,Delhi,28.6139,77.209,Delhi
2024-02-18,27.1,10.0,18.6,25.5,8.4,0.0,0.0,15.9,28.4,152,17.4,36000.0,4.09,3,Delhi,28.6139,77.209,Delhi
2024-02-19,26.8,14.7,20.3,24.4,11.9,0.0,0.0,28.5,52.6,131,17.04,36421.3,4.67,3,Delhi,28.6139,77.209,Delhi
2024-02-20,27.3,15.3,20.2,26.9,15.7,0.2,0.2,20.0,32.8,117,16.74,36397.15,3.77,51,Delhi,28.6139,77.209,Delhi
2024-02-21,25.9,12.2,18.5,23.7,11.6,0.0,0.0,17.3,28.4,340,18.25,36911.94,4.28,2,Delhi,28.6139,77.209,Delhi
2024-02-22,24.0,10.9,17.4,21.3,9.6,0.0,0.0,16.7,31.0,323,18.19,36887.62,4.24,2,Delhi,28.6139,77.209,Delhi
2024-02-23,22.8,8.5,15.6,19.9,5.2,0.0,0.0,15.2,31.7,319,18.88,37211.52,4.18,0,Delhi,28.6139,77.209,Delhi
2024-02-24,23.4,9.3,16.2,21.9,6.2,0.0,0.0,12.1,26.6,49,16.51,36839.83,3.6,3,Delhi,28.6139,77.209,Delhi
2024-02-25,25.0,10.5,17.3,23.2,7.0,0.0,0.0,17.7,34.2,35,17.94,36548.63,4.38,3,Delhi,28.6139,77.209,Delhi
2024-02-26,24.6,11.1,17.6,22.2,8.3,0.0,0.0,12.0,23.4,357,14.2,19600.74,3.54,3,Delhi,28.6139,77.209,Delhi
2024-02-27,24.5,14.1,18.0,22.4,11.7,0.9,0.9,16.0,33.8,324,16.51,29837.24,4.15,53,Delhi,28.6139,77.209,Delhi
2024-02-28,24.0,11.4,17.3,21.1,9.4,0.0,0.0,20.7,40.3,303,19.22,37471.92,4.37,0,Delhi,28.6139,77.209,Delhi
2024-02-29,26.3,12.0,18.4,24.7,9.8,0.0,0.0,13.2,28.8,297,19.57,37948.43,4.42,1,Delhi,28.6139,77.209,Delhi
2024-03-01,26.5,13.9,20.0,25.6,12.3,1.7,1.7,16.0,29.9,100,14.26,32714.93,3.37,53,Delhi,28.6139,77.209,Delhi
2024-03-02,24.7,17.3,19.8,22.6,15.6,6.5,6.5,33.4,58.3,143,12.99,23494.68,3.34,61,Delhi,28.6139,77.209,Delhi
2024-03-03,22.7,13.4,17.6,23.2,13.4,10.4,10.4,15.4,30.2,299,19.22,37779.27,3.71,65,Delhi,28.6139,77.209,Delhi
